MapActivityId,Country,Date,Volume,ImpactTag
CAP00001,"USA, Canada",05-04-2021,1063,
CAP00001,"USA, Canada",05-05-2021,1202,
CAP00001,"USA, Canada",05-06-2021,1311,
CAP00001,"USA, Canada",05-07-2021,1062,
CAP00001,"USA, Canada",05-08-2021,1082,
CAP00001,"USA, Canada",05-09-2021,1120,
CAP00001,"USA, Canada",05-10-2021,336,System Down: 05-10-2021
CAP00001,"USA, Canada",05-11-2021,412,System Down: 05-11-2021
CAP00001,"USA, Canada",05-12-2021,1079,
CAP00001,"USA, Canada",05-13-2021,981,
CAP00001,"USA, Canada",05-14-2021,1082,
CAP00001,"USA, Canada",05-15-2021,964,
CAP00001,"USA, Canada",05-16-2021,1135,
CAP00001,"USA, Canada",05-17-2021,946,
CAP00001,"USA, Canada",05-18-2021,967,
CAP00001,"USA, Canada",05-19-2021,1038,
CAP00001,"USA, Canada",05-20-2021,871,
CAP00001,"USA, Canada",05-21-2021,966,
CAP00001,"USA, Canada",05-22-2021,1034,
CAP00001,"USA, Canada",05-23-2021,413,System Maintenance: 05-23-2021
CAP00001,"USA, Canada",05-24-2021,923,
CAP00001,"USA, Canada",05-25-2021,916,
CAP00001,"USA, Canada",05-26-2021,943,
CAP00001,"USA, Canada",05-27-2021,779,
CAP00001,"USA, Canada",05-28-2021,762,
CAP00001,"USA, Canada",05-29-2021,889,
CAP00001,"USA, Canada",05-30-2021,861,
CAP00001,"USA, Canada",05-31-2021,0,Holiday: Memorial Day
CAP00001,"USA, Canada",06-01-2021,846,
CAP00001,"USA, Canada",06-02-2021,760,
CAP00001,"USA, Canada",06-03-2021,228,System Down: 06-03-2021
CAP00001,"USA, Canada",06-04-2021,818,
CAP00001,"USA, Canada",06-05-2021,735,
CAP00001,"USA, Canada",06-06-2021,923,
CAP00001,"USA, Canada",06-07-2021,813,
CAP00001,"USA, Canada",06-08-2021,684,
CAP00001,"USA, Canada",06-09-2021,818,
CAP00001,"USA, Canada",06-10-2021,692,
CAP00001,"USA, Canada",06-11-2021,822,
CAP00001,"USA, Canada",06-12-2021,848,
CAP00001,"USA, Canada",06-13-2021,698,
CAP00001,"USA, Canada",06-14-2021,831,
CAP00001,"USA, Canada",06-15-2021,790,
CAP00001,"USA, Canada",06-16-2021,821,
CAP00001,"USA, Canada",06-17-2021,903,
CAP00001,"USA, Canada",06-18-2021,744,
CAP00001,"USA, Canada",06-19-2021,708,
CAP00001,"USA, Canada",06-20-2021,701,
CAP00001,"USA, Canada",06-21-2021,710,
CAP00001,"USA, Canada",06-22-2021,769,
CAP00001,"USA, Canada",06-23-2021,804,
CAP00001,"USA, Canada",06-24-2021,803,
CAP00001,"USA, Canada",06-25-2021,849,
CAP00001,"USA, Canada",06-26-2021,793,
CAP00001,"USA, Canada",06-27-2021,906,
CAP00001,"USA, Canada",06-28-2021,782,
CAP00001,"USA, Canada",06-29-2021,1012,
CAP00001,"USA, Canada",06-30-2021,860,
CAP00001,"USA, Canada",07-01-2021,754,
CAP00001,"USA, Canada",07-02-2021,743,
CAP00001,"USA, Canada",07-03-2021,371,System Maintenance: 07-03-2021
CAP00001,"USA, Canada",07-04-2021,0,Holiday: Independence Day
CAP00001,"USA, Canada",07-05-2021,892,
CAP00001,"USA, Canada",07-06-2021,878,
CAP00001,"USA, Canada",07-07-2021,842,
CAP00001,"USA, Canada",07-08-2021,788,
CAP00001,"USA, Canada",07-09-2021,741,
CAP00001,"USA, Canada",07-10-2021,824,
CAP00001,"USA, Canada",07-11-2021,925,
CAP00001,"USA, Canada",07-12-2021,879,
CAP00001,"USA, Canada",07-13-2021,771,
CAP00001,"USA, Canada",07-14-2021,878,
CAP00001,"USA, Canada",07-15-2021,895,
CAP00001,"USA, Canada",07-16-2021,799,
CAP00001,"USA, Canada",07-17-2021,877,
CAP00001,"USA, Canada",07-18-2021,868,
CAP00001,"USA, Canada",07-19-2021,776,
CAP00001,"USA, Canada",07-20-2021,886,
CAP00001,"USA, Canada",07-21-2021,897,
CAP00001,"USA, Canada",07-22-2021,932,
CAP00001,"USA, Canada",07-23-2021,925,
CAP00001,"USA, Canada",07-24-2021,737,
CAP00001,"USA, Canada",07-25-2021,764,
CAP00001,"USA, Canada",07-26-2021,866,
CAP00001,"USA, Canada",07-27-2021,858,
CAP00001,"USA, Canada",07-28-2021,850,
CAP00001,"USA, Canada",07-29-2021,1092,
CAP00001,"USA, Canada",07-30-2021,836,
CAP00001,"USA, Canada",07-31-2021,868,
CAP00001,"USA, Canada",08-01-2021,844,
CAP00001,"USA, Canada",08-02-2021,810,
CAP00001,"USA, Canada",08-03-2021,726,
CAP00001,"USA, Canada",08-04-2021,794,
CAP00001,"USA, Canada",08-05-2021,667,
CAP00001,"USA, Canada",08-06-2021,694,
CAP00001,"USA, Canada",08-07-2021,662,
CAP00001,"USA, Canada",08-08-2021,691,
CAP00001,"USA, Canada",08-09-2021,844,
CAP00001,"USA, Canada",08-10-2021,517,
CAP00001,"USA, Canada",08-11-2021,103,System Down: 08-11-2021
CAP00001,"USA, Canada",08-12-2021,507,
CAP00001,"USA, Canada",08-13-2021,579,
CAP00001,"USA, Canada",08-14-2021,681,
CAP00001,"USA, Canada",08-15-2021,590,
CAP00001,"USA, Canada",08-16-2021,490,
CAP00001,"USA, Canada",08-17-2021,503,
CAP00001,"USA, Canada",08-18-2021,594,
CAP00001,"USA, Canada",08-19-2021,122,System Down: 08-19-2021
CAP00001,"USA, Canada",08-20-2021,533,
CAP00001,"USA, Canada",08-21-2021,507,
CAP00001,"USA, Canada",08-22-2021,442,
CAP00001,"USA, Canada",08-23-2021,640,
CAP00001,"USA, Canada",08-24-2021,515,
CAP00001,"USA, Canada",08-25-2021,305,
CAP00001,"USA, Canada",08-26-2021,461,
CAP00001,"USA, Canada",08-27-2021,387,
CAP00001,"USA, Canada",08-28-2021,492,
CAP00001,"USA, Canada",08-29-2021,360,
CAP00001,"USA, Canada",08-30-2021,403,
CAP00001,"USA, Canada",08-31-2021,442,
CAP00001,"USA, Canada",09-01-2021,463,
CAP00001,"USA, Canada",09-02-2021,303,
CAP00001,"USA, Canada",09-03-2021,363,
CAP00001,"USA, Canada",09-04-2021,349,
CAP00001,"USA, Canada",09-05-2021,332,
CAP00001,"USA, Canada",09-06-2021,0,Holiday: Labor Day
CAP00001,"USA, Canada",09-07-2021,408,
CAP00001,"USA, Canada",09-08-2021,282,
CAP00001,"USA, Canada",09-09-2021,446,
CAP00001,"USA, Canada",09-10-2021,537,
CAP00001,"USA, Canada",09-11-2021,457,
CAP00001,"USA, Canada",09-12-2021,268,
CAP00001,"USA, Canada",09-13-2021,349,
CAP00001,"USA, Canada",09-14-2021,485,
CAP00001,"USA, Canada",09-15-2021,341,
CAP00001,"USA, Canada",09-16-2021,136,System Maintenance: 09-16-2021
CAP00001,"USA, Canada",09-17-2021,464,
CAP00001,"USA, Canada",09-18-2021,342,
CAP00001,"USA, Canada",09-19-2021,415,
CAP00001,"USA, Canada",09-20-2021,184,
CAP00001,"USA, Canada",09-21-2021,358,
CAP00001,"USA, Canada",09-22-2021,424,
CAP00001,"USA, Canada",09-23-2021,359,
CAP00001,"USA, Canada",09-24-2021,584,
CAP00001,"USA, Canada",09-25-2021,364,
CAP00001,"USA, Canada",09-26-2021,448,
CAP00001,"USA, Canada",09-27-2021,500,
CAP00001,"USA, Canada",09-28-2021,609,
CAP00001,"USA, Canada",09-29-2021,403,
CAP00001,"USA, Canada",09-30-2021,608,
CAP00001,"USA, Canada",10-01-2021,532,
CAP00001,"USA, Canada",10-02-2021,212,System Maintenance: 10-02-2021
CAP00001,"USA, Canada",10-03-2021,586,
CAP00001,"USA, Canada",10-04-2021,576,
CAP00001,"USA, Canada",10-05-2021,526,
CAP00001,"USA, Canada",10-06-2021,586,
CAP00001,"USA, Canada",10-07-2021,560,
CAP00001,"USA, Canada",10-08-2021,607,
CAP00001,"USA, Canada",10-09-2021,303,System Maintenance: 10-09-2021
CAP00001,"USA, Canada",10-10-2021,733,
CAP00001,"USA, Canada",10-11-2021,0,Holiday: Columbus Day
CAP00001,"USA, Canada",10-12-2021,789,
CAP00001,"USA, Canada",10-13-2021,489,
CAP00001,"USA, Canada",10-14-2021,630,
CAP00001,"USA, Canada",10-15-2021,691,
CAP00001,"USA, Canada",10-16-2021,673,
CAP00001,"USA, Canada",10-17-2021,609,
CAP00001,"USA, Canada",10-18-2021,644,
CAP00001,"USA, Canada",10-19-2021,625,
CAP00001,"USA, Canada",10-20-2021,620,
CAP00001,"USA, Canada",10-21-2021,730,
CAP00001,"USA, Canada",10-22-2021,694,
CAP00001,"USA, Canada",10-23-2021,616,
CAP00001,"USA, Canada",10-24-2021,735,
CAP00001,"USA, Canada",10-25-2021,689,
CAP00001,"USA, Canada",10-26-2021,726,
CAP00001,"USA, Canada",10-27-2021,710,
CAP00001,"USA, Canada",10-28-2021,598,
CAP00001,"USA, Canada",10-29-2021,615,
CAP00001,"USA, Canada",10-30-2021,709,
CAP00001,"USA, Canada",10-31-2021,694,
CAP00001,"USA, Canada",11-01-2021,642,
CAP00001,"USA, Canada",11-02-2021,648,
CAP00001,"USA, Canada",11-03-2021,729,
CAP00001,"USA, Canada",11-04-2021,583,
CAP00001,"USA, Canada",11-05-2021,662,
CAP00001,"USA, Canada",11-06-2021,599,
CAP00001,"USA, Canada",11-07-2021,239,System Maintenance: 11-07-2021
CAP00001,"USA, Canada",11-08-2021,683,
CAP00001,"USA, Canada",11-09-2021,656,
CAP00001,"USA, Canada",11-10-2021,648,
CAP00001,"USA, Canada",11-11-2021,0,Holiday: Veterans Day
CAP00001,"USA, Canada",11-12-2021,574,
CAP00001,"USA, Canada",11-13-2021,617,
CAP00001,"USA, Canada",11-14-2021,535,
CAP00001,"USA, Canada",11-15-2021,576,
CAP00001,"USA, Canada",11-16-2021,535,
CAP00001,"USA, Canada",11-17-2021,109,System Down: 11-17-2021
CAP00001,"USA, Canada",11-18-2021,578,
CAP00001,"USA, Canada",11-19-2021,466,
CAP00001,"USA, Canada",11-20-2021,679,
CAP00001,"USA, Canada",11-21-2021,442,
CAP00001,"USA, Canada",11-22-2021,422,
CAP00001,"USA, Canada",11-23-2021,596,
CAP00001,"USA, Canada",11-24-2021,565,
CAP00001,"USA, Canada",11-25-2021,0,Holiday: Thanksgiving Day
CAP00001,"USA, Canada",11-26-2021,549,
CAP00001,"USA, Canada",11-27-2021,499,
CAP00001,"USA, Canada",11-28-2021,432,
CAP00001,"USA, Canada",11-29-2021,505,
CAP00001,"USA, Canada",11-30-2021,450,
CAP00001,"USA, Canada",12-01-2021,575,
CAP00001,"USA, Canada",12-02-2021,172,System Down: 12-02-2021
CAP00001,"USA, Canada",12-03-2021,445,
CAP00001,"USA, Canada",12-04-2021,487,
CAP00001,"USA, Canada",12-05-2021,547,
CAP00001,"USA, Canada",12-06-2021,479,
CAP00001,"USA, Canada",12-07-2021,465,
CAP00001,"USA, Canada",12-08-2021,552,
CAP00001,"USA, Canada",12-09-2021,560,
CAP00001,"USA, Canada",12-10-2021,512,
CAP00001,"USA, Canada",12-11-2021,524,
CAP00001,"USA, Canada",12-12-2021,586,
CAP00001,"USA, Canada",12-13-2021,471,
CAP00001,"USA, Canada",12-14-2021,485,
CAP00001,"USA, Canada",12-15-2021,548,
CAP00001,"USA, Canada",12-16-2021,598,
CAP00001,"USA, Canada",12-17-2021,650,
CAP00001,"USA, Canada",12-18-2021,751,
CAP00001,"USA, Canada",12-19-2021,718,
CAP00001,"USA, Canada",12-20-2021,656,
CAP00001,"USA, Canada",12-21-2021,681,
CAP00001,"USA, Canada",12-22-2021,622,
CAP00001,"USA, Canada",12-23-2021,711,
CAP00001,"USA, Canada",12-24-2021,706,
CAP00001,"USA, Canada",12-25-2021,0,Holiday: Christmas Day
CAP00001,"USA, Canada",12-26-2021,697,
CAP00001,"USA, Canada",12-27-2021,813,
CAP00001,"USA, Canada",12-28-2021,905,
CAP00001,"USA, Canada",12-29-2021,797,
CAP00001,"USA, Canada",12-30-2021,851,
CAP00001,"USA, Canada",12-31-2021,888,
CAP00001,"USA, Canada",01-01-2022,0,Holiday: New Year's Day
CAP00001,"USA, Canada",01-02-2022,499,
CAP00001,"USA, Canada",01-03-2022,499,
CAP00001,"USA, Canada",01-04-2022,512,
CAP00001,"USA, Canada",01-05-2022,482,
CAP00001,"USA, Canada",01-06-2022,527,
CAP00001,"USA, Canada",01-07-2022,557,
CAP00001,"USA, Canada",01-08-2022,222,System Maintenance: 01-08-2022
CAP00001,"USA, Canada",01-09-2022,595,
CAP00001,"USA, Canada",01-10-2022,657,
CAP00001,"USA, Canada",01-11-2022,534,
CAP00001,"USA, Canada",01-12-2022,615,
CAP00001,"USA, Canada",01-13-2022,592,
CAP00001,"USA, Canada",01-14-2022,689,
CAP00001,"USA, Canada",01-15-2022,0,Holiday: Martin Luther King Jr. Day
CAP00001,"USA, Canada",01-16-2022,566,
CAP00001,"USA, Canada",01-17-2022,582,
CAP00001,"USA, Canada",01-18-2022,519,
CAP00001,"USA, Canada",01-19-2022,597,
CAP00001,"USA, Canada",01-20-2022,591,
CAP00001,"USA, Canada",01-21-2022,636,
CAP00001,"USA, Canada",01-22-2022,648,
CAP00001,"USA, Canada",01-23-2022,721,
CAP00001,"USA, Canada",01-24-2022,682,
CAP00001,"USA, Canada",01-25-2022,615,
CAP00001,"USA, Canada",01-26-2022,603,
CAP00001,"USA, Canada",01-27-2022,667,
CAP00001,"USA, Canada",01-28-2022,586,
CAP00001,"USA, Canada",01-29-2022,729,
CAP00001,"USA, Canada",01-30-2022,700,
CAP00001,"USA, Canada",01-31-2022,625,
CAP00001,"USA, Canada",02-01-2022,568,
CAP00001,"USA, Canada",02-02-2022,706,
CAP00001,"USA, Canada",02-03-2022,141,System Down: 02-03-2022
CAP00001,"USA, Canada",02-04-2022,697,
CAP00001,"USA, Canada",02-05-2022,568,
CAP00001,"USA, Canada",02-06-2022,610,
CAP00001,"USA, Canada",02-07-2022,634,
CAP00001,"USA, Canada",02-08-2022,633,
CAP00001,"USA, Canada",02-09-2022,608,
CAP00001,"USA, Canada",02-10-2022,653,
CAP00001,"USA, Canada",02-11-2022,573,
CAP00001,"USA, Canada",02-12-2022,611,
CAP00001,"USA, Canada",02-13-2022,619,
CAP00001,"USA, Canada",02-14-2022,633,
CAP00001,"USA, Canada",02-15-2022,0,Holiday: Presidents' Day
CAP00001,"USA, Canada",02-16-2022,551,
CAP00001,"USA, Canada",02-17-2022,528,
CAP00001,"USA, Canada",02-18-2022,651,
CAP00001,"USA, Canada",02-19-2022,604,
CAP00001,"USA, Canada",02-20-2022,552,
CAP00001,"USA, Canada",02-21-2022,651,
CAP00001,"USA, Canada",02-22-2022,583,
CAP00001,"USA, Canada",02-23-2022,627,
CAP00001,"USA, Canada",02-24-2022,574,
CAP00001,"USA, Canada",02-25-2022,661,
CAP00001,"USA, Canada",02-26-2022,644,
CAP00001,"USA, Canada",02-27-2022,551,
CAP00001,"USA, Canada",02-28-2022,604,
CAP00001,"USA, Canada",03-01-2022,587,
CAP00001,"USA, Canada",03-02-2022,293,System Maintenance: 03-02-2022
CAP00001,"USA, Canada",03-03-2022,590,
CAP00001,"USA, Canada",03-04-2022,585,
CAP00001,"USA, Canada",03-05-2022,601,
CAP00001,"USA, Canada",03-06-2022,474,
CAP00001,"USA, Canada",03-07-2022,499,
CAP00001,"USA, Canada",03-08-2022,462,
CAP00001,"USA, Canada",03-09-2022,542,
CAP00001,"USA, Canada",03-10-2022,588,
CAP00001,"USA, Canada",03-11-2022,625,
CAP00001,"USA, Canada",03-12-2022,562,
CAP00001,"USA, Canada",03-13-2022,635,
CAP00001,"USA, Canada",03-14-2022,502,
CAP00001,"USA, Canada",03-15-2022,490,
CAP00001,"USA, Canada",03-16-2022,147,System Down: 03-16-2022
CAP00001,"USA, Canada",03-17-2022,592,
CAP00001,"USA, Canada",03-18-2022,577,
CAP00001,"USA, Canada",03-19-2022,490,
CAP00001,"USA, Canada",03-20-2022,584,
CAP00001,"USA, Canada",03-21-2022,534,
CAP00001,"USA, Canada",03-22-2022,628,
CAP00001,"USA, Canada",03-23-2022,621,
CAP00001,"USA, Canada",03-24-2022,567,
CAP00001,"USA, Canada",03-25-2022,592,
CAP00001,"USA, Canada",03-26-2022,574,
CAP00001,"USA, Canada",03-27-2022,625,
CAP00001,"USA, Canada",03-28-2022,677,
CAP00001,"USA, Canada",03-29-2022,596,
CAP00001,"USA, Canada",03-30-2022,669,
CAP00001,"USA, Canada",03-31-2022,133,System Down: 03-31-2022
CAP00001,"USA, Canada",04-01-2022,624,
CAP00001,"USA, Canada",04-02-2022,661,
CAP00001,"USA, Canada",04-03-2022,625,
CAP00001,"USA, Canada",04-04-2022,654,
CAP00001,"USA, Canada",04-05-2022,630,
CAP00001,"USA, Canada",04-06-2022,778,
CAP00001,"USA, Canada",04-07-2022,697,
CAP00001,"USA, Canada",04-08-2022,669,
CAP00001,"USA, Canada",04-09-2022,201,System Down: 04-09-2022
CAP00001,"USA, Canada",04-10-2022,706,
CAP00001,"USA, Canada",04-11-2022,705,
CAP00001,"USA, Canada",04-12-2022,747,
CAP00001,"USA, Canada",04-13-2022,757,
CAP00001,"USA, Canada",04-14-2022,703,
CAP00001,"USA, Canada",04-15-2022,704,
CAP00001,"USA, Canada",04-16-2022,720,
CAP00001,"USA, Canada",04-17-2022,631,
CAP00001,"USA, Canada",04-18-2022,668,
CAP00001,"USA, Canada",04-19-2022,200,System Down: 04-19-2022
CAP00001,"USA, Canada",04-20-2022,813,
CAP00001,"USA, Canada",04-21-2022,406,System Maintenance: 04-21-2022
CAP00001,"USA, Canada",04-22-2022,765,
CAP00001,"USA, Canada",04-23-2022,752,
CAP00001,"USA, Canada",04-24-2022,876,
CAP00001,"USA, Canada",04-25-2022,786,
CAP00001,"USA, Canada",04-26-2022,727,
CAP00001,"USA, Canada",04-27-2022,688,
CAP00001,"USA, Canada",04-28-2022,655,
CAP00001,"USA, Canada",04-29-2022,733,
CAP00001,"USA, Canada",04-30-2022,1145,
CAP00001,"USA, Canada",05-01-2022,1087,
CAP00001,"USA, Canada",05-02-2022,1137,
CAP00001,"USA, Canada",05-03-2022,1096,
CAP00001,"USA, Canada",05-04-2022,1294,
CAP00001,"USA, Canada",05-05-2022,1224,
CAP00001,"USA, Canada",05-06-2022,1147,
CAP00001,"USA, Canada",05-07-2022,1247,
CAP00001,"USA, Canada",05-08-2022,1130,
CAP00001,"USA, Canada",05-09-2022,1048,
CAP00001,"USA, Canada",05-10-2022,1214,
CAP00001,"USA, Canada",05-11-2022,1127,
CAP00001,"USA, Canada",05-12-2022,996,
CAP00001,"USA, Canada",05-13-2022,1046,
CAP00001,"USA, Canada",05-14-2022,981,
CAP00001,"USA, Canada",05-15-2022,929,
CAP00001,"USA, Canada",05-16-2022,1088,
CAP00001,"USA, Canada",05-17-2022,1148,
CAP00001,"USA, Canada",05-18-2022,886,
CAP00001,"USA, Canada",05-19-2022,1019,
CAP00001,"USA, Canada",05-20-2022,914,
CAP00001,"USA, Canada",05-21-2022,913,
CAP00001,"USA, Canada",05-22-2022,891,
CAP00001,"USA, Canada",05-23-2022,857,
CAP00001,"USA, Canada",05-24-2022,171,System Down: 05-24-2022
CAP00001,"USA, Canada",05-25-2022,834,
CAP00001,"USA, Canada",05-26-2022,904,
CAP00001,"USA, Canada",05-27-2022,868,
CAP00001,"USA, Canada",05-28-2022,843,
CAP00001,"USA, Canada",05-29-2022,782,
CAP00001,"USA, Canada",05-30-2022,796,
CAP00001,"USA, Canada",05-31-2022,0,Holiday: Memorial Day
CAP00001,"USA, Canada",06-01-2022,858,
CAP00001,"USA, Canada",06-02-2022,738,
CAP00001,"USA, Canada",06-03-2022,811,
CAP00001,"USA, Canada",06-04-2022,852,
CAP00001,"USA, Canada",06-05-2022,664,
CAP00001,"USA, Canada",06-06-2022,824,
CAP00001,"USA, Canada",06-07-2022,728,
CAP00001,"USA, Canada",06-08-2022,816,
CAP00001,"USA, Canada",06-09-2022,712,
CAP00001,"USA, Canada",06-10-2022,630,
CAP00001,"USA, Canada",06-11-2022,126,System Down: 06-11-2022
CAP00001,"USA, Canada",06-12-2022,765,
CAP00001,"USA, Canada",06-13-2022,779,
CAP00001,"USA, Canada",06-14-2022,691,
CAP00001,"USA, Canada",06-15-2022,807,
CAP00001,"USA, Canada",06-16-2022,635,
CAP00001,"USA, Canada",06-17-2022,756,
CAP00001,"USA, Canada",06-18-2022,672,
CAP00001,"USA, Canada",06-19-2022,716,
CAP00001,"USA, Canada",06-20-2022,771,
CAP00001,"USA, Canada",06-21-2022,706,
CAP00001,"USA, Canada",06-22-2022,746,
CAP00001,"USA, Canada",06-23-2022,854,
CAP00001,"USA, Canada",06-24-2022,256,System Down: 06-24-2022
CAP00001,"USA, Canada",06-25-2022,850,
CAP00001,"USA, Canada",06-26-2022,707,
CAP00001,"USA, Canada",06-27-2022,282,System Maintenance: 06-27-2022
CAP00001,"USA, Canada",06-28-2022,910,
CAP00001,"USA, Canada",06-29-2022,622,
CAP00001,"USA, Canada",06-30-2022,753,
CAP00001,"USA, Canada",07-01-2022,861,
CAP00001,"USA, Canada",07-02-2022,808,
CAP00001,"USA, Canada",07-03-2022,856,
CAP00001,"USA, Canada",07-04-2022,0,Holiday: Independence Day
CAP00001,"USA, Canada",07-05-2022,175,System Down: 07-05-2022
CAP00001,"USA, Canada",07-06-2022,831,
CAP00001,"USA, Canada",07-07-2022,935,
CAP00001,"USA, Canada",07-08-2022,870,
CAP00001,"USA, Canada",07-09-2022,880,
CAP00001,"USA, Canada",07-10-2022,827,
CAP00001,"USA, Canada",07-11-2022,824,
CAP00001,"USA, Canada",07-12-2022,830,
